S.No,Company_Name,NSE_Symbol,Rating,Industry,,,,
11688,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11689,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11690,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11691,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11692,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11693,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11694,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11695,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11696,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11697,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11698,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11699,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11700,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11701,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11702,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11703,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11704,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11705,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11706,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11707,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11708,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11709,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11710,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11711,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11712,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11713,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11714,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11715,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11716,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11717,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11718,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11719,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11720,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11721,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11722,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11723,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11724,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11725,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11726,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11727,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11728,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11729,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11730,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11731,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11732,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11733,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11734,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11735,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11736,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11737,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11738,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11739,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11740,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11741,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11742,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11743,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11744,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11745,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11746,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11747,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11748,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11749,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11750,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11751,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11752,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11753,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11754,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11755,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11756,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11757,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11758,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11759,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11760,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11761,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11762,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11763,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11764,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11765,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11766,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11767,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11768,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11769,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11770,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11771,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11772,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11773,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11774,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11775,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11776,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11777,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11778,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11779,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11780,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11781,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11782,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11783,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11784,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11785,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11786,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11787,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11788,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11789,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11790,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11791,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11792,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11793,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11794,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11795,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11796,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11797,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11798,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11799,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11800,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11801,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11802,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11803,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11804,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11805,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11806,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11807,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11808,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11809,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11810,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11811,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11812,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11813,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11814,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11815,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11816,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11817,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11818,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11819,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11820,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11821,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11822,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11823,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11824,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11825,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11826,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11827,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11828,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11829,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11830,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11831,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11832,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11833,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11834,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11835,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11836,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11837,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11838,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11839,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11840,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11841,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11842,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11843,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11844,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11845,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11846,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11847,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11848,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11849,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11850,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11851,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11852,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11853,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11854,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11855,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11856,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11857,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11858,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11859,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11860,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11861,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11862,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11863,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11864,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11865,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11866,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11867,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11868,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11869,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11870,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11871,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11872,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11873,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11874,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11875,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11876,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11877,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11878,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11879,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11880,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11881,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11882,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11883,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11884,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11885,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11886,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11887,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11888,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11889,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11890,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11891,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11892,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11893,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11894,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11895,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11896,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11897,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11898,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11899,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11900,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11901,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11902,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11903,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11904,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11905,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11906,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11907,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11908,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11909,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11910,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11911,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11912,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11913,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11914,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11915,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11916,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11917,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11918,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11919,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11920,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11921,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11922,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11923,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11924,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11925,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11926,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11927,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11928,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11929,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11930,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11931,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11932,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11933,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11934,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11935,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11936,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11937,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11938,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11939,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11940,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11941,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11942,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11943,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11944,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11945,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11946,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11947,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11948,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11949,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11950,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11951,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11952,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11953,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11954,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11955,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11956,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11957,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11958,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11959,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
11960,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
11961,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
11962,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
11963,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
11964,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
11965,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
11966,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
11967,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
11968,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
11969,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
11970,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
11971,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
11972,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
11973,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
11974,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
11975,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
